Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
GSTP1	2950	C0036341	Schizophrenia spectrum and other psychotic disorders	21093063	False Association	We determined if the polymorphisms of the <span class="gene" id="21093063-2-42-47">GSTP1</span>, GSTM1, GSTT1 and GSTA1 genes, which affect the activity of these enzymes against oxidative stress, have a role as susceptibility genes for <span class="disease" id="21093063-2-188-201">schizophrenia</span>, analyzing 138 schizophrenic patients and 133 healthy controls.
GSTP1	2950	C0036341	Schizophrenia spectrum and other psychotic disorders	21093063	False Association	Genetic polymorphisms of glutathione S-transferases GSTM1, GSTT1, <span class="gene" id="21093063-0-66-71">GSTP1</span> and GSTA1 as risk factors for <span class="disease" id="21093063-0-102-115">schizophrenia</span>.
IGF1R	3480	C0033975	Schizophrenia spectrum and other psychotic disorders	20631049	False Association	These include a site within intron 2 of <span class="gene" id="20631049-8-40-45">IGF1R</span> at 15q26.3, a gene that plays a fundamental role in growth, and an intergenic site upstream of GABRG3 that lies within a previously defined candidate region conferring an increased maternal risk of <span class="disease" id="20631049-8-244-253">psychosis</span>.
IGF2	3481	C0036341	Schizophrenia spectrum and other psychotic disorders	23719809	False Association	Reduced adult hippocampal neurogenesis and working memory deficits in the Dgcr8-deficient mouse model of 22q11.2 deletion-associated <span class="disease" id="23719809-0-133-146">schizophrenia</span> can be rescued by <span class="gene" id="23719809-0-165-169">IGF2</span>.
IL10	3586	C0011206	Schizophrenia spectrum and other psychotic disorders	23385102	False Association	In patients with only coma (n=15), only <span class="disease" id="23385102-6-40-48">delirium</span> (n=7), and neither ever (n=14), we measured plasma levels of tumor necrosis factor-α, interleukin (IL)-1β, IL-1RA, IL-6, IL-8, <span class="gene" id="23385102-6-176-181">IL-10</span>, IL-17,macrophage inflammatory protein-1β, and monocyte chemotactic protein-1.
MOG	4340	C0036341	Schizophrenia spectrum and other psychotic disorders	17223013	False Association	Using in situ hybridization, we measured transcript expression of 2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP), myelin-associated glycoprotein (MAG), transferrin (TF), quaking (QKI), gelsolin, <span class="gene" id="17223013-5-199-234">myelin oligodendrocyte glycoprotein</span>, v-erb-b2 erythroblastic leukemia viral oncogene homolog 3, erbb2 interacting protein, motility-related protein-1, SRY-box containing gene 10, oligodendrocyte transcription factor 2, peripheral myelin protein 22, and claudin-11 in both gray and white matter of the anterior cingulate cortex (ACC) in subjects with <span class="disease" id="17223013-5-549-562">schizophrenia</span> (n=41) and a comparison group (n=34).
ROR1	4919	C0036341	Schizophrenia spectrum and other psychotic disorders	21494683	False Association	The most significant SNPs resided in <span class="gene" id="21494683-6-37-41">ROR1</span> and PLCB1, genes known to be involved in bipolar disorder and <span class="disease" id="21494683-6-104-117">schizophrenia</span>, respectively.
PIK3CA	5290	C0036341	Schizophrenia spectrum and other psychotic disorders	22209534	False Association	The phosphoinositide 3'-kinase (<span class="gene" id="22209534-1-32-36">PI3K</span>)--protein kinase B (AKT1)--glycogen synthase kinase (GSK)-3β system is modulated by several factors implicated in the pathophysiology of <span class="disease" id="22209534-1-174-187">schizophrenia</span>.
KCNQ5	56479	C0036341	Schizophrenia spectrum and other psychotic disorders	18545987	False Association	We find that wild-type PIP5K2A but not the <span class="disease" id="18545987-7-43-56">schizophrenia</span>-associated mutant (N251S)-PIP5K2A activates heteromeric KCNQ2/KCNQ3 and KCNQ3/<span class="gene" id="18545987-7-135-140">KCNQ5</span>, the molecular correlate of neuronal M channels.
PTGER2	5732	C0036341	Schizophrenia spectrum and other psychotic disorders	19416671	False Association	Our findings suggest that PGE(2) signaling via the <span class="gene" id="19416671-8-51-54">EP2</span> receptors plays an important role in cognitive and emotional behaviors that recapitulate some aspects of human psychopathology related to <span class="disease" id="19416671-8-193-206">schizophrenia</span>.
RAC1	5879	C0036341	Schizophrenia spectrum and other psychotic disorders	23720743	False Association	Dedicator of cytokinesis 4 (Dock4), an atypical guanine nucleotide exchange factor for <span class="gene" id="23720743-2-87-91">Rac1</span>, is found to be associated with neuropsychiatric diseases, including autism and <span class="disease" id="23720743-2-172-185">schizophrenia</span>.
RAC1	5879	C0036341	Schizophrenia spectrum and other psychotic disorders	23747234	False Association	These results imply that subchronic MK-801 administration during adolescence might disturb the expression of RhoA, <span class="gene" id="23747234-8-115-119">Rac1</span> and Cdc42 mRNA, and then lead to the decay of the spines in hippocampus, which could be involved in cognitive impairments in <span class="disease" id="23747234-8-245-258">schizophrenia</span>.
HRH4	59340	C0036341	Schizophrenia spectrum and other psychotic disorders	23422377	False Association	Our results provide the first evidence that an HRH4 polymorphism may be a molecular marker for the prediction of risperidone efficacy and suggest novel pharmacologic links between <span class="gene" id="23422377-6-180-184">HRH4</span> gene and treatment of <span class="disease" id="23422377-6-207-220">schizophrenia</span>.
HRH4	59340	C0036341	Schizophrenia spectrum and other psychotic disorders	23422377	False Association	We genotyped 5 tag-single nucleotide polymorphisms of the <span class="gene" id="23422377-4-58-62">HRH4</span> gene and analyzed their association with the reduction in Positive and Negative Syndrome Scale (PANSS) scores in a group of 113 Chinese Han patients with <span class="disease" id="23422377-4-217-230">schizophrenia</span> who were following an 8-week period of risperidone monotherapy.
BLOC1S5	63915	C0036341	Schizophrenia spectrum and other psychotic disorders	17618940	False Association	We also report evidence for epistatic interaction between DTNBP1 and <span class="gene" id="17618940-7-69-74">MUTED</span> contributing to <span class="disease" id="17618940-7-91-93">SZ</span> in the absence of a significant main effect at <span class="gene" id="17618940-7-141-146">MUTED</span> (p = .0009, corrected p = .0252).
SLC1A6	6511	C0036341	Schizophrenia spectrum and other psychotic disorders	11850151	False Association	The EAATs, normally expressed in both glia (EAAT1 and EAAT2) and neurons (EAAT3 and <span class="gene" id="11850151-2-84-89">EAAT4</span>), have previously been implicated in Huntington's disease, amyotrophic lateral sclerosis, and <span class="disease" id="11850151-2-184-197">schizophrenia</span>.
SLC1A6	6511	C0036341	Schizophrenia spectrum and other psychotic disorders	11850151	False Association	We also detected decreased EAAT3 transcript expression in <span class="disease" id="11850151-5-58-71">schizophrenia</span> and decreased <span class="gene" id="11850151-5-86-91">EAAT4</span> transcript expression in major depressive disorder.
BMP6	654	C0036341	Schizophrenia spectrum and other psychotic disorders	19694819	False Association	Our results provide further evidence that the <span class="gene" id="19694819-7-46-50">BMP6</span>-TXNDC5 locus on 6p24.3 may play a role in the selective impairments on sustained attention of <span class="disease" id="19694819-7-145-158">schizophrenia</span>.
BMP6	654	C0036341	Schizophrenia spectrum and other psychotic disorders	19694819	False Association	After adjustment using false discovery rate for multiple testing, SNP rs13873 and haplotype rs1225934-rs13873 on <span class="gene" id="19694819-6-113-117">BMP6</span>-TXNDC5 genes were significantly associated with <span class="disease" id="19694819-6-166-179">schizophrenia</span> for the deficit cluster 1 but not for the deficit cluster 2 or nondeficit cluster.
SLC18A1	6570	C0036341	Schizophrenia spectrum and other psychotic disorders	16936705	False Association	The vesicular monoamine transporter 1 gene (<span class="gene" id="16936705-1-44-49">VMAT1</span>/<span class="gene" id="16936705-1-50-57">SLC18A1</span>) maps to the shared bipolar disorder (BPD)/<span class="disease" id="16936705-1-101-114">schizophrenia</span> (<span class="disease" id="16936705-1-116-118">SZ</span>) susceptibility locus on chromosome 8p21.
SLC18A1	6570	C0036341	Schizophrenia spectrum and other psychotic disorders	16936705	False Association	Variations in the <span class="gene" id="16936705-3-18-23">VMAT1</span> gene might affect transporter function and/or expression and might be involved in the etiology of BPD and/or <span class="disease" id="16936705-3-133-135">SZ</span>.
SLC18A1	6570	C0036341	Schizophrenia spectrum and other psychotic disorders	18249496	False Association	The gene encoding the vesicular monoamine transporter 1 (VMAT1/<span class="gene" id="18249496-4-63-70">SLC18A1</span>) maps to chromosome 8p21, a region where several linkage peaks overlap between <span class="disease" id="18249496-4-150-163">schizophrenia</span>, bipolar disorder and anxiety-related personality traits.
SRD5A1	6715	C1456784	Schizophrenia spectrum and other psychotic disorders	22356824	False Association	We therefore examined serum progesterone, its endogenous antagonist DHEAS and polymorphisms of the genes coding for certain steroidogenetic enzymes (AKR1C4, HSD3B2, and <span class="gene" id="22356824-3-169-175">SRD5A1</span>) in 64 males and 96 females with bipolar 1 or 2 disorder with or without <span class="disease" id="22356824-3-249-266">paranoid ideation</span> during mood elevation.
TDO2	6999	C0036341	Schizophrenia spectrum and other psychotic disorders	19502010	False Association	<span class="gene" id="19502010-7-0-4">TDO2</span>[CC]+MC5R[G, any]+MCHR2[GC] conferred an OR maximal for <span class="disease" id="19502010-7-60-73">schizophrenia</span> alone (4.84, p=0.005), carried by 8% of schizophrenia cases.
DAGLA	747	C0036341	Schizophrenia spectrum and other psychotic disorders	22036037	False Association	Expression of <span class="gene" id="22036037-6-14-41">diacylglycerol lipase alpha</span> mRNA, which is not altered in <span class="disease" id="22036037-6-72-85">schizophrenia</span>, was also not altered in any of the genetically engineered mice.
YWHAH	7533	C0036341	Schizophrenia spectrum and other psychotic disorders	19160447	False Association	<span class="gene" id="19160447-1-0-5">YWHAH</span> is a positional and functional candidate gene for both <span class="disease" id="19160447-1-61-74">schizophrenia</span> and bipolar disorder (BP).
YWHAH	7533	C0036341	Schizophrenia spectrum and other psychotic disorders	19160447	False Association	Additional association analyses of larger sample sets will be required to clarify the role of <span class="gene" id="19160447-10-94-99">YWHAH</span> in <span class="disease" id="19160447-10-103-116">schizophrenia</span> and BP.
YWHAH	7533	C0036341	Schizophrenia spectrum and other psychotic disorders	19160447	False Association	The use of clinical sub-phenotypes such as psychotic features or other potential <span class="disease" id="19160447-11-81-94">schizophrenia</span>/BP overlap variables including cognitive abnormalities and poor functioning might shed further light on the potential subtypes of illness most closely associated with genetic variation in <span class="gene" id="19160447-11-283-288">YWHAH</span>.
NANOG	79923	C0036341	Schizophrenia spectrum and other psychotic disorders	21797804	False Association	Although a small number of lines were developed in this preliminary study, the <span class="disease" id="21797804-6-79-81">SZ</span> line containing 22q11.2del showed a significant delay in the reduction of endogenous OCT4 and <span class="gene" id="21797804-6-176-181">NANOG</span> expression that normally occurs during differentiation.
NR4A3	8013	C0036341	Schizophrenia spectrum and other psychotic disorders	20659174	False Association	Replicated association of the <span class="gene" id="20659174-0-30-35">NR4A3</span> gene with smoking behaviour in <span class="disease" id="20659174-0-67-80">schizophrenia</span> and in bipolar disorder.
KCNH7	90134	C0036341	Schizophrenia spectrum and other psychotic disorders	20507645	False Association	Our findings may also implicate the whole family of HERG channels (HERG1, HERG2 and <span class="gene" id="20507645-11-84-89">HERG3</span>) in the pathogenesis of <span class="disease" id="20507645-11-114-123">psychosis</span> and its treatment.
SLC25A14	9016	C0036341	Schizophrenia spectrum and other psychotic disorders	17066476	False Association	We performed a case-control study using tag SNPs in the mitochondrial uncoupling protein genes, UCP2, UCP4, and <span class="gene" id="17066476-2-112-117">BMCP1</span>/<span class="gene" id="17066476-2-118-122">UCP5</span>, to investigate their association with <span class="disease" id="17066476-2-162-175">schizophrenia</span>.
PTGDR2	11251	C0338715	Substance/drug induced depressive disorder	25698598	False Association	<span class="gene" id="25698598-4-0-5">CRTH2</span>-deficient (<span class="gene" id="25698598-4-17-22">CRTH2</span>(-/-)) mice showed antidepressant-like activity in a chronic corticosterone treatment-<span class="disease" id="25698598-4-108-126">induced depression</span>.
PLA2G4A	5321	C0338831	Bipolar disorders and related disorders	17550430	False Association	Lithium and carbamazepine, effective against bipolar <span class="disease" id="17550430-2-53-58">mania</span>, are reported in rats to reduce brain transcription of an arachidonic acid selective calcium-dependent <span class="gene" id="17550430-2-162-189">cytosolic phospholipase A(2</span>) (<span class="gene" id="17550430-2-192-198">cPLA(2</span>)), as well as expression of one of its transcription factors, activator protein (AP)-2.
ACE	1636	C0344315	Depressive disorders	22683751	False Association	DD genotype of <span class="gene" id="22683751-6-15-20">ACE I</span>/D was independently associated with the incidence of CAD in <span class="disease" id="22683751-6-81-90">depressed</span> patients (P=0.011, OR=9.41, 95% CI: 1.68-17.81).
ACE	1636	C0344315	Depressive disorders	22683751	False Association	Association of <span class="gene" id="22683751-0-15-44">angiotensin-converting enzyme</span> polymorphism with coronary artery disease in Iranian patients with <span class="disease" id="22683751-0-112-131">unipolar depression</span>.
UROD	7389	C0001723	Depressive disorders	18324689	False Association	The <span class="disease" id="18324689-3-4-23">affective psychosis</span> associated with PWS has been found to be mainly confined to the propositi with <span class="gene" id="18324689-3-103-106">UPD</span>(15)mat rather than to those with a deletion.
S1PR1	1901	C0036341	Schizophrenia spectrum and other psychotic disorders	24387768	False Association	In particular, our two-stage strategy found association in both our combined case/control analysis and the family-based analysis on 1q21.2 (closest gene: <span class="gene" id="24387768-6-154-188">sphingosine-1-phosphate receptor 1</span> gene, <span class="gene" id="24387768-6-195-200">S1PR1</span>) and on 1q24.1 near the gene TMCO1, and at CSMD1 on 8p23.2, supporting several previous GWAS reports for BD and for <span class="disease" id="24387768-6-317-330">schizophrenia</span>.
ANKK1	255239	C0036341	Schizophrenia spectrum and other psychotic disorders	18926547	False Association	We investigate whether its efficacy is predictable by DRD2/<span class="gene" id="18926547-2-59-64">ANKK1</span> gene polymorphisms and clinical factors in Han Chinese hospitalized patients with acutely exacerbated <span class="disease" id="18926547-2-167-180">schizophrenia</span>.
ANKK1	255239	C0033975	Schizophrenia spectrum and other psychotic disorders	22893251	False Association	The present study explores whether <span class="gene" id="22893251-1-35-80">ankyrin repeat and kinase domain containing 1</span> (<span class="gene" id="22893251-1-82-87">ANKK1</span>) and dopamine receptor D2 (DRD2) variants could predict efficacy and tolerability of haloperidol in the treatment of <span class="disease" id="22893251-1-205-214">psychotic</span> patients.
HLA-DRB4	3126	C0036341	Schizophrenia spectrum and other psychotic disorders	10873932	False Association	Human <span class="gene" id="10873932-0-6-23">leukocyte antigen</span> and season of birth in Japanese patients with <span class="disease" id="10873932-0-70-83">schizophrenia</span>.
HLA-DRB4	3126	C0036341	Schizophrenia spectrum and other psychotic disorders	11199946	False Association	Mitchell B. Balter Award. Human <span class="gene" id="11199946-0-32-49">leukocyte antigen</span>-A1 predicts a good therapeutic response to clozapine with a low risk of agranulocytosis in patients with <span class="disease" id="11199946-0-155-168">schizophrenia</span>.
HTR3A	3359	C0036341	Schizophrenia spectrum and other psychotic disorders	20168265	False Association	Earlier results suggest a minor role of variants in the serotonin 3 receptor (<span class="gene" id="20168265-1-78-82">HTR3</span>) subunit genes on antipsychotic treatment outcome of <span class="disease" id="20168265-1-136-149">schizophrenia</span> patients.
HTR3A	3359	C0036341	Schizophrenia spectrum and other psychotic disorders	20168265	False Association	Taken together, our results suggest that variants in the <span class="gene" id="20168265-6-57-62">HTR3A</span> receptor gene can play a role in the treatment outcome of clozapine in <span class="disease" id="20168265-6-134-147">schizophrenia</span> patients that are refractory or intolerant of typical antipsychotic therapy.
HTR3A	3359	C0036341	Schizophrenia spectrum and other psychotic disorders	22700043	False Association	Outcome definitions and clinical predictors influence pharmacogenetic associations between <span class="gene" id="22700043-0-91-96">HTR3A</span> gene polymorphisms and response to clozapine in patients with <span class="disease" id="22700043-0-159-172">schizophrenia</span>.
HTR3A	3359	C0036341	Schizophrenia spectrum and other psychotic disorders	22700043	False Association	The aim of this study was to investigate how the association between <span class="gene" id="22700043-4-69-74">HTR3A</span> gene SNP and response to clozapine is influenced by various clinical predictors and by differing outcome definitions in patients with <span class="disease" id="22700043-4-209-242">treatment-resistant schizophrenia</span> (<span class="disease" id="22700043-4-244-247">TRS</span>).
HTR3A	3359	C0036341	Schizophrenia spectrum and other psychotic disorders	23126479	False Association	The aim of the present study was to determine whether the 5-<span class="gene" id="23126479-5-60-65">HTR3A</span> gene C178T polymorphism is associated with antipsychotic-induced TD in Korean <span class="disease" id="23126479-5-144-157">schizophrenia</span> patients.
LCK	3932	C0036341	Schizophrenia spectrum and other psychotic disorders	24564241	False Association	For example, the over-expressing schizophrenia candidate genes, SIRPB1, SYK and <span class="gene" id="24564241-6-80-83">LCK</span>, are responsible for signal transduction in cytokine production; immune responses involving IL-2 and TREM-1/DAP12 pathways are relevant for the etiology mechanism of <span class="disease" id="24564241-6-250-263">schizophrenia</span>.
LCK	3932	C0036341	Schizophrenia spectrum and other psychotic disorders	24564241	False Association	It was found that Vitamin A, retinoid acid and a few other immune response agents modulated by RARA and <span class="gene" id="24564241-8-104-107">LCK</span> genes may be potential treatments for both <span class="disease" id="24564241-8-151-164">schizophrenia</span> and hepatocellular carcinoma.
MIR219A1	407002	C0036341	Schizophrenia spectrum and other psychotic disorders	23451123	False Association	Both <span class="gene" id="23451123-10-5-12">miR-219</span> and Dazap1 are putative markers of <span class="disease" id="23451123-10-48-61">schizophrenia</span> and bipolar affective disorder in humans.
MECP2	4204	C0036341	Schizophrenia spectrum and other psychotic disorders	21068835	False Association	Mutations in the X-linked MECP2 gene, which encodes the transcriptional regulator methyl-CpG-binding protein 2 (<span class="gene" id="21068835-1-112-117">MeCP2</span>), cause Rett syndrome and several neurodevelopmental disorders including cognitive disorders, autism, juvenile-onset <span class="disease" id="21068835-1-235-248">schizophrenia</span> and encephalopathy with early lethality.
ASTN1	460	C0036341	Schizophrenia spectrum and other psychotic disorders	22488871	False Association	The <span class="gene" id="22488871-2-4-9">ASTN1</span> gene is in this region, a gene previously reported to be associated with substance abuse, bipolar disorder and <span class="disease" id="22488871-2-121-134">schizophrenia</span>.
NOS3	4846	C0036341	Schizophrenia spectrum and other psychotic disorders	16495774	False Association	Haplotype analysis of <span class="gene" id="16495774-0-22-55">endothelial nitric oxide synthase</span> (<span class="gene" id="16495774-0-57-61">NOS3</span>) genetic variants and tardive dyskinesia in patients with <span class="disease" id="16495774-0-120-133">schizophrenia</span>.
NOS3	4846	C0036341	Schizophrenia spectrum and other psychotic disorders	16495774	False Association	In this study, we studied whether the genetic variants in human <span class="gene" id="16495774-3-64-68">NOS3</span> gene is associated with TD in patients with <span class="disease" id="16495774-3-113-126">schizophrenia</span>.
TMCO1	54499	C0036341	Schizophrenia spectrum and other psychotic disorders	24387768	False Association	In particular, our two-stage strategy found association in both our combined case/control analysis and the family-based analysis on 1q21.2 (closest gene: sphingosine-1-phosphate receptor 1 gene, S1PR1) and on 1q24.1 near the gene <span class="gene" id="24387768-6-230-235">TMCO1</span>, and at CSMD1 on 8p23.2, supporting several previous GWAS reports for BD and for <span class="disease" id="24387768-6-317-330">schizophrenia</span>.
MAPK1	5594	C0036341	Schizophrenia spectrum and other psychotic disorders	24284070	False Association	ULK4 modulates multiple signalling pathways that include <span class="gene" id="24284070-7-57-60">ERK</span>, p38, PKC and JNK, which are involved in stress responses and implicated in <span class="disease" id="24284070-7-137-150">schizophrenia</span>.
MAPK1	5594	C0036341	Schizophrenia spectrum and other psychotic disorders	25503442	False Association	The results of the present study indicated that WSKY enhances cognitive performance via the upregulation of BDNF/<span class="gene" id="25503442-12-113-116">ERK</span>/CREB signaling, and that WSKY has potential therapeutic implications for cognitive impairment of <span class="disease" id="25503442-12-214-227">schizophrenia</span>.
DLGAP3	58512	C0036341	Schizophrenia spectrum and other psychotic disorders	21990008	False Association	This study provides suggestive evidence that <span class="gene" id="21990008-7-45-51">DLGAP3</span> and its interactive effect with SLC1A1 might be involved in susceptibility to developing OC symptoms in <span class="disease" id="21990008-7-156-169">schizophrenia</span> patients receiving AAP treatment.
RASGRF1	5923	C0036341	Schizophrenia spectrum and other psychotic disorders	23720743	False Association	Dedicator of cytokinesis 4 (Dock4), an atypical <span class="gene" id="23720743-2-48-82">guanine nucleotide exchange factor</span> for Rac1, is found to be associated with neuropsychiatric diseases, including autism and <span class="disease" id="23720743-2-172-185">schizophrenia</span>.
S100B	6285	C0036341	Schizophrenia spectrum and other psychotic disorders	21714070	False Association	Calcium-binding protein <span class="gene" id="21714070-1-24-29">S100B</span> has been implicated in the pathology of bipolar affective disorder (BPAD) and <span class="disease" id="21714070-1-108-121">schizophrenia</span> (<span class="disease" id="21714070-1-123-125">SZ</span>).
UPF3B	65109	C1864153	Schizophrenia spectrum and other psychotic disorders	23638902	False Association	A binding partner of <span class="gene" id="23638902-6-21-26">Upf3b</span>, RBM8a, is located in the 1q21.1 copy-number variation (CNV) associated with mental retardation, autism [4], <span class="disease" id="23638902-6-136-152">schizophrenia [5</span>], and microcephaly [6].
UPF3B	65109	C0036346	Schizophrenia spectrum and other psychotic disorders	23821644	False Association	The <span class="gene" id="23821644-0-4-9">UPF3B</span> gene, implicated in intellectual disability, autism, ADHD and <span class="disease" id="23821644-0-72-101">childhood onset schizophrenia</span> regulates neural progenitor cell behaviour and neuronal outgrowth.
SLC6A2	6530	C0036341	Schizophrenia spectrum and other psychotic disorders	22781838	False Association	Thus, this data suggest that selective <span class="gene" id="22781838-10-39-42">NET</span> inhibitors such as nisoxetine might improve information processing deficits in <span class="disease" id="22781838-10-122-135">schizophrenia</span> via regulation of cortico-subcortical neuromodulation.
SLC18A2	6571	C0221765	Schizophrenia spectrum and other psychotic disorders	24018103	False Association	We examined nine single-nucleotide polymorphisms (SNPs) in the <span class="gene" id="24018103-5-63-70">SLC18A2</span> gene that encodes VMAT2 for association with TD in our sample of <span class="disease" id="24018103-5-136-157">chronic schizophrenia</span> patients (n = 217).
SOD2	6648	C0036341	Schizophrenia spectrum and other psychotic disorders	18977034	False Association	Additive effect between quinine oxidoreductase gene (NQO1: Pro187Ser) and manganese superoxide dismutase gene (<span class="gene" id="18977034-0-111-116">MnSOD</span>: Ala-9Val) polymorphisms on tardive dyskinesia in patients with <span class="disease" id="18977034-0-181-194">schizophrenia</span>.
XBP1	7494	C0036341	Schizophrenia spectrum and other psychotic disorders	18335162	False Association	Given that the switch from G to T in SNP rs3791878 might cause the loss of ARNT and <span class="gene" id="18335162-8-84-88">XBP1</span> transcriptional factor binding sites using a bioinformatics approach, our positive findings of this SNP support the hypothesis that the abruption of GAD1 gene is important to the risk of <span class="disease" id="18335162-8-276-289">schizophrenia</span>.
CALM1	801	C0036341	Schizophrenia spectrum and other psychotic disorders	19536656	False Association	Recent studies have identified a molecular and ultimately pathogenic role for a subset of miRNAs in Alzheimer's disease and <span class="disease" id="19536656-5-124-137">schizophrenia</span>, including the characterization of their downstream CNS mRNA targets, such as beta-secretase (BACE1) and <span class="gene" id="19536656-5-243-253">calmodulin</span>-dependent protein kinase II (CaMKII).
NDEL1	81565	C0036341	Schizophrenia spectrum and other psychotic disorders	17482883	False Association	NudE-Like (<span class="gene" id="17482883-1-11-16">NDEL1</span>/<span class="gene" id="17482883-1-17-22">NUDEL</span>), through its interaction with LIS1 and DISC1, has been implicated in the etiology of neurological disorders such as lissencephaly and <span class="disease" id="17482883-1-158-171">schizophrenia</span>, respectively.
NTN1	9423	C0036341	Schizophrenia spectrum and other psychotic disorders	19788579	False Association	We have previously shown that adult mice that develop with reduced levels of the <span class="gene" id="19788579-3-81-89">netrin-1</span> receptor [deleted in colorectal cancer (DCC)] display selective reorganization of mesocortical DA circuitry, show enhanced mesocortical DA function and exhibit a behavioural phenotype opposite to that observed in animal models of <span class="disease" id="19788579-3-320-333">schizophrenia</span>.
ABCG2	9429	C0011206	Schizophrenia spectrum and other psychotic disorders	23385102	False Association	Factors predisposing to coma and <span class="disease" id="23385102-0-33-41">delirium</span>: fentanyl and midazolam exposure; CYP3A5, ABCB1, and <span class="gene" id="23385102-0-95-100">ABCG2</span> genetic polymorphisms; and inflammatory factors.
NOS1AP	9722	C0036341	Schizophrenia spectrum and other psychotic disorders	23658158	False Association	<span class="gene" id="23658158-2-0-6">NOS1AP</span> is encoded by a gene recently associated with sudden cardiac death, diabetes-associated complications, and <span class="disease" id="23658158-2-114-127">schizophrenia</span> (Arking et al., 2006; Becker et al., 2008; Brzustowicz, 2008; Lehtinen et al., 2008).
KIAA0513	9764	C0036341	Schizophrenia spectrum and other psychotic disorders	17010949	False Association	<span class="gene" id="17010949-1-0-8">KIAA0513</span> was previously identified as upregulated in the dorsolateral prefrontal cortex of subjects with <span class="disease" id="17010949-1-105-118">schizophrenia</span> by microarray analysis.
SLC12A6	9990	C0036341	Schizophrenia spectrum and other psychotic disorders	16098236	False Association	<span class="gene" id="16098236-2-0-7">SLC12A6</span> is localized on chromosome 15q14, a region where linkage to <span class="disease" id="16098236-2-68-81">schizophrenia</span> and bipolar disorder has previously been shown.
SLC12A6	9990	C0036341	Schizophrenia spectrum and other psychotic disorders	18536702	False Association	Recently, we have demonstrated the association of two G/A promoter polymorphisms of <span class="gene" id="18536702-4-84-91">SLC12A6</span> with bipolar disorder in a case-control study, and familial segregation of the rare variants as well as a trend toward association with <span class="disease" id="18536702-4-228-241">schizophrenia</span>.
SLC12A6	9990	C0036341	Schizophrenia spectrum and other psychotic disorders	18536702	False Association	Furthermore, recessively inherited mutations of <span class="gene" id="18536702-3-48-55">SLC12A6</span> cause Andermann syndrome, characterized by agenesis of the corpus callosum, which is associated with peripheral neuropathy and <span class="disease" id="18536702-3-183-192">psychoses</span>.
SLC12A6	9990	C0036341	Schizophrenia spectrum and other psychotic disorders	18536702	False Association	The gene (<span class="gene" id="18536702-2-10-17">SLC12A6</span>) is located on chromosome 15q14, a region that has previously shown linkage with bipolar disorder, <span class="disease" id="18536702-2-117-130">schizophrenia</span>, rolandic epilepsy, idiopathic generalized epilepsy, autism and attention deficit/hyperactivity disorder.
GABBR1	2550	C1269683	Depressive disorders	24022508	False Association	We have previously demonstrated reduced expression of <span class="gene" id="24022508-3-54-70">GABA(B) receptor</span> subunits 1 and 2 (<span class="gene" id="24022508-3-89-95">GABBR1</span> and GABBR2) in the lateral cerebella of subjects with schizophrenia, bipolar disorder and <span class="disease" id="24022508-3-186-211">major depressive disorder</span>.
IFNG	3458	C0041696	Depressive disorders	23608119	False Association	The aim of this study was to investigate whether tumor necrosis factor-alpha (TNF-alpha) -308G&gt;A, <span class="gene" id="23608119-2-98-114">interferon-gamma</span> (<span class="gene" id="23608119-2-116-125">IFN-gamma</span>) +874A&gt;T, and interleukin-10 (IL-10) -1082A&gt;G are associated with increased risk for suicide attempts in <span class="disease" id="23608119-2-231-234">MDD</span>.
ERVW-1	30816	C0036341	Schizophrenia spectrum and other psychotic disorders	24478419	False Association	Whereas <span class="gene" id="24478419-3-8-18">syncytin-1</span> appears to be crucial for the development and functioning of the human placenta, its ectopic expression has been associated with pathological conditions, such as multiple sclerosis and <span class="disease" id="24478419-3-204-217">schizophrenia</span>.
LPL	4023	C0036341	Schizophrenia spectrum and other psychotic disorders	17726453	False Association	Allelic variation in ApoC3, ApoA5 and <span class="gene" id="17726453-0-38-41">LPL</span> genes and first and second generation antipsychotic effects on serum lipids in patients with <span class="disease" id="17726453-0-135-148">schizophrenia</span>.
ARVCF	421	C0036341	Schizophrenia spectrum and other psychotic disorders	24819575	False Association	Carriage of the minor allele at rs2518824 in the <span class="gene" id="24819575-4-49-107">armadillo repeat gene deleted in velocardiofacial syndrome</span> (<span class="gene" id="24819575-4-109-114">ARVCF</span>) gene, which has been linked to neuronal migration and <span class="disease" id="24819575-4-170-183">schizophrenia</span>, and rs174576 in the fatty acid desaturase 2 gene, which encodes a rate-limiting enzyme for endogenous long chain polyunsaturated fatty acid synthesis and has been linked to intelligence, was associated with white matter abnormality measured in vivo using diffusion tensor imaging (P = .0009 and P = .0019, respectively).
NAPG	8774	C0036341	Schizophrenia spectrum and other psychotic disorders	15121238	False Association	Changes in mRNA expression of <span class="gene" id="15121238-1-30-60">soluble NSF-attachment protein</span> receptors (<span class="gene" id="15121238-1-72-77">SNARE</span>s) and <span class="gene" id="15121238-1-84-89">SNARE</span>-associated proteins have been shown to occur in a number of disorders such as <span class="disease" id="15121238-1-168-181">schizophrenia</span>, Alzheimer's disease and Parkinson's disease.
